id,name_ja,name_en,name_vi,name_zh,desc_ja,desc_en,desc_vi,desc_zh,type,image_url,start_date,end_date,calculate_at,target,reward_points,status,created_at,updated_at
"019ce160-6b44-7326-9bb7-1eef7aeffe81",春の1000KMウォーキングチャレンジ,Spring 1000KM Walking Challenge,Thử thách đi bộ 1000KM mùa xuân,春季1000公里步行挑战,春の期間中に合計1000km歩いて、健康的な生活を楽しみましょう。,Walk a total of 1000 km during the spring season and stay active while enjoying the fresh air.,Hoàn thành 1000 km đi bộ trong mùa xuân và tận hưởng không khí trong lành.,在春季期间完成1000公里步行，保持健康并享受户外活动。,1,/storage/contests/019ce160-6b44-7326-9bb7-1eef7aeffe81/1773921721.jpg,2026-03-12 00:00:00,2026-03-25 00:00:00,2026-03-25 06:00:00,1000,500,1,2026-03-12 16:28:38,2026-03-19 10:15:39
"019ce162-3bd6-71ef-88b4-6c18305af5aa",週末ステップチャレンジ,Weekend Step Challenge,Thử thách bước chân cuối tuần,周末步数挑战,"週末に10,000歩を達成して、アクティブな週末を過ごしましょう。","Walk 10,000 steps this weekend and boost your energy with a fun walking goal.",Hoàn thành 10.000 bước đi trong cuối tuần để duy trì năng lượng và sức khỏe.,"在周末完成10,000步，让你的周末更加健康和充满活力。",1,/storage/contests/019ce162-3bd6-71ef-88b4-6c18305af5aa/1773921734.jpg,2026-03-12 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2000,800,2,2026-03-12 16:30:37,2026-03-19 09:58:00
"019ce163-66a8-723e-a99d-bc38081d0bd2",夏のフィットネスウォーク,Summer Fitness Walk,Đi bộ khỏe mạnh mùa hè,夏季健身步行挑战,夏の間に150km歩いて、健康的なライフスタイルを維持しましょう。,Walk 150 km during summer and maintain an active and healthy lifestyle.,Đi bộ 150 km trong mùa hè để duy trì lối sống năng động và khỏe mạnh.,在夏季完成150公里步行，保持活力与健康。,1,/storage/contests/019ce163-66a8-723e-a99d-bc38081d0bd2/1773921757.jpg,2026-03-12 00:00:00,2026-03-28 00:00:00,2026-03-29 00:00:00,150,700,1,2026-03-12 16:31:53,2026-03-19 22:59:26
"019ce164-9bbe-721d-b287-aa42b04e6210",グローバル500KMチームウォーク,Global 500KM Team Walk,Thử thách đội nhóm 500KM,全球500公里团队步行挑战,チームで協力して合計500kmを達成しましょう。,Work together with other participants to reach a total of 500 km as a team.,Cùng đồng đội chinh phục mục tiêu 500 km và xây dựng tinh thần đồng đội.,与团队成员一起完成500公里的共同目标。,1,/storage/contests/019ce164-9bbe-721d-b287-aa42b04e6210/1773921774.jpg,2026-03-12 00:00:00,2026-04-01 00:00:00,2026-04-02 00:00:00,500,1500,1,2026-03-12 16:33:13,2026-03-12 16:33:13
"019d0054-1eec-7107-aac4-b05ef5e13409",グローバルランニングレース2026,Global Running Race 2026,Giải Chạy Toàn Cầu 2026,全球跑步竞赛2026,世界中のランナーと一緒に参加できるエキサイティングなレースイベントです。自分の限界に挑戦し、持久力を高め、ランキング上位を目指しましょう。,"Join runners from around the world in this exciting race event. Challenge yourself, improve your endurance, and compete for the top position on the leaderboard.","Tham gia giải chạy hấp dẫn cùng các vận động viên trên toàn thế giới. Thử thách bản thân, nâng cao sức bền và cạnh tranh vị trí cao trên bảng xếp hạng.",与来自世界各地的跑者一起参与这场激动人心的比赛。挑战自我，提高耐力，并在排行榜上争夺领先位置。,2,/storage/contests/019d0054-1eec-7107-aac4-b05ef5e13409/1773921786.jpg,2026-03-18 00:00:00,2026-03-31 00:00:00,2026-04-01 00:00:00,3000,500,1,2026-03-18 16:43:26,2026-03-18 16:43:26
"019d005a-bdf3-7216-b6d9-4b0c1c5ed6af",グローバル・スプリントチャレンジ2026,Global Sprint Challenge 2026,Thử Thách Chạy Nước Rút Toàn Cầu 2026,全球短跑挑战赛2026,スピードの興奮を体感できるグローバル・スプリントチャレンジです。短距離レースで限界に挑戦し、ランキング上位を目指しましょう。,"Experience the thrill of speed in this global sprint challenge. Compete in short-distance races, push your limits, and race your way to the top of the leaderboard.","Trải nghiệm tốc độ bùng nổ trong thử thách chạy nước rút toàn cầu. Tham gia các cự ly ngắn, vượt qua giới hạn bản thân và vươn lên dẫn đầu bảng xếp hạng.",在这场全球短跑挑战赛中体验速度的激情。参与短距离竞速，突破自我，在排行榜上争夺领先位置。,3,/storage/contests/019d005a-bdf3-7216-b6d9-4b0c1c5ed6af/1773921798.jpg,2026-03-18 00:00:00,2026-04-01 00:00:00,2026-04-02 00:00:00,2000,700,1,2026-03-18 16:50:40,2026-03-18 16:52:45
"01d92661-daa9-4c25-91a3-8466ca482fad",4月2000kmウォーキングチャレンジ フェーズ 2,April 2000KM Walking Challenge Phase 2,Thử thách đi bộ 2000KM tháng 4 Giai đoạn 2,四月2000公里步行挑战 阶段 2,4月に2000km歩いて限界に挑戦しましょう。,Walk 2000 km in April and challenge your limits.,Đi bộ 2000 km trong tháng 4 để thử thách giới hạn.,在四月挑战2000公里步行极限。,1,/storage/contests/01d92661-daa9-4c25-91a3-8466ca482fad/1773921806.jpg,2026-03-04 00:00:00,2026-04-17 00:00:00,2026-04-18 16:32:00,2000,1600,1,2026-03-12 16:40:39,2026-03-18 08:10:53
1192002e-860d-41de-a553-1b94c099297f,グローバル500KMチームウォーク,Global 500KM Team Walk,Thử thách đội nhóm 500KM,全球500公里团队步行挑战,チームで協力して合計500kmを達成しましょう。,Work together with other participants to reach a total of 500 km as a team.,Cùng đồng đội chinh phục mục tiêu 500 km và xây dựng tinh thần đồng đội.,与团队成员一起完成500公里的共同目标。,1,/storage/contests/1192002e-860d-41de-a553-1b94c099297f/1773921833.jpg,2026-03-10 00:00:00,2026-04-07 00:00:00,2026-04-08 19:52:00,500,700,1,2026-03-12 16:40:39,2026-03-18 08:11:10
17970212-3f5c-4c69-91ef-c4235d243f65,春の1000KMウォーキングチャレンジ フェーズ 5,Spring 1000KM Walking Challenge Phase 5,Thử thách đi bộ 1000KM mùa xuân Giai đoạn 5,春季1000公里步行挑战 阶段 5,春の期間中に合計1000km歩いて、健康的な生活を楽しみましょう。,Walk a total of 1000 km during the spring season and stay active while enjoying the fresh air.,Hoàn thành 1000 km đi bộ trong mùa xuân và tận hưởng không khí trong lành.,在春季期间完成1000公里步行，保持健康并享受户外活动。,1,/storage/contests/17970212-3f5c-4c69-91ef-c4235d243f65/1773921845.jpg,2026-03-02 00:00:00,2026-04-12 00:00:00,2026-04-13 20:28:00,1000,1300,1,2026-03-12 16:40:39,2026-03-18 08:11:29
191c14de-0b40-4e42-a49d-35fd73370d22,週末ステップチャレンジ フェーズ 3,Weekend Step Challenge Phase 3,Thử thách bước chân cuối tuần Giai đoạn 3,周末步数挑战 阶段 3,"週末に10,000歩を達成して、アクティブな週末を過ごしましょう。","Walk 10,000 steps this weekend and boost your energy with a fun walking goal.",Hoàn thành 10.000 bước đi trong cuối tuần để duy trì năng lượng và sức khỏe.,"在周末完成10,000步，让你的周末更加健康和充满活力。",1,/storage/contests/191c14de-0b40-4e42-a49d-35fd73370d22/1773921853.jpg,2026-03-01 00:00:00,2026-04-02 00:00:00,2026-04-03 19:15:00,10000,1000,1,2026-03-12 16:40:39,2026-03-18 08:11:44
1c299470-02d7-427c-a70d-710b915a597c,週末ステップチャレンジ フェーズ 4,Weekend Step Challenge Phase 4,Thử thách bước chân cuối tuần Giai đoạn 4,周末步数挑战 阶段 4,"週末に10,000歩を達成して、アクティブな週末を過ごしましょう。","Walk 10,000 steps this weekend and boost your energy with a fun walking goal.",Hoàn thành 10.000 bước đi trong cuối tuần để duy trì năng lượng và sức khỏe.,"在周末完成10,000步，让你的周末更加健康和充满活力。",1,/storage/contests/1c299470-02d7-427c-a70d-710b915a597c/1773796316.jpg,2026-03-06 00:00:00,2026-04-28 00:00:00,2026-04-29 19:57:00,10000,1600,1,2026-03-12 16:40:39,2026-03-18 08:11:56
37911f10-7192-4c30-89eb-fcf971427da4,夏のフィットネスウォーク フェーズ 4,Summer Fitness Walk Phase 4,Đi bộ khỏe mạnh mùa hè Giai đoạn 4,夏季健身步行挑战 阶段 4,夏の間に150km歩いて、健康的なライフスタイルを維持しましょう。,Walk 150 km during summer and maintain an active and healthy lifestyle.,Đi bộ 150 km trong mùa hè để duy trì lối sống năng động và khỏe mạnh.,在夏季完成150公里步行，保持活力与健康。,1,/storage/contests/37911f10-7192-4c30-89eb-fcf971427da4/1773796353.jpg,2026-03-02 00:00:00,2026-04-06 00:00:00,2026-04-07 18:54:00,150,1100,1,2026-03-12 16:40:39,2026-03-18 08:12:33
37aa5887-1b69-4157-be89-ccd02d4e47ca,春の1000KMウォーキングチャレンジ,Spring 1000KM Walking Challenge,Thử thách đi bộ 1000KM mùa xuân,春季1000公里步行挑战,春の期間中に合計1000km歩いて、健康的な生活を楽しみましょう。,Walk a total of 1000 km during the spring season and stay active while enjoying the fresh air.,Hoàn thành 1000 km đi bộ trong mùa xuân và tận hưởng không khí trong lành.,在春季期间完成1000公里步行，保持健康并享受户外活动。,1,"",2026-03-01 00:00:00,2026-04-12 00:00:00,2026-04-13 21:56:00,1000,900,1,2026-03-12 16:40:39,2026-03-12 16:44:30
3be5fe1f-2c83-48ea-bee9-d6c57da3e24b,週末ステップチャレンジ フェーズ 2,Weekend Step Challenge Phase 2,Thử thách bước chân cuối tuần Giai đoạn 2,周末步数挑战 阶段 2,"週末に10,000歩を達成して、アクティブな週末を過ごしましょう。","Walk 10,000 steps this weekend and boost your energy with a fun walking goal.",Hoàn thành 10.000 bước đi trong cuối tuần để duy trì năng lượng và sức khỏe.,"在周末完成10,000步，让你的周末更加健康和充满活力。",1,"",2026-03-07 00:00:00,2026-04-15 00:00:00,2026-04-16 19:02:00,10000,900,1,2026-03-12 16:40:39,2026-03-12 16:46:43
4fb736ea-bd2d-4415-bf12-02a4d669d5a4,春の1000KMウォーキングチャレンジ フェーズ 3,Spring 1000KM Walking Challenge Phase 3,Thử thách đi bộ 1000KM mùa xuân Giai đoạn 3,春季1000公里步行挑战 阶段 3,春の期間中に合計1000km歩いて、健康的な生活を楽しみましょう。,Walk a total of 1000 km during the spring season and stay active while enjoying the fresh air.,Hoàn thành 1000 km đi bộ trong mùa xuân và tận hưởng không khí trong lành.,在春季期间完成1000公里步行，保持健康并享受户外活动。,1,"",2026-03-04 00:00:00,2026-04-21 00:00:00,2026-04-22 23:03:00,1000,1100,1,2026-03-12 16:40:39,2026-03-12 16:46:36
5f2f3f12-0402-43a2-8f4d-ddfd080e76ca,夏のフィットネスウォーク フェーズ 5,Summer Fitness Walk Phase 5,Đi bộ khỏe mạnh mùa hè Giai đoạn 5,夏季健身步行挑战 阶段 5,夏の間に150km歩いて、健康的なライフスタイルを維持しましょう。,Walk 150 km during summer and maintain an active and healthy lifestyle.,Đi bộ 150 km trong mùa hè để duy trì lối sống năng động và khỏe mạnh.,在夏季完成150公里步行，保持活力与健康。,1,"",2026-03-08 00:00:00,2026-04-03 00:00:00,2026-04-04 16:33:00,150,1100,1,2026-03-12 16:40:39,2026-03-12 16:46:59
63cae0d2-776b-4cfb-82c3-ef01ebc11275,グローバル500KMチームウォーク フェーズ 2,Global 500KM Team Walk Phase 2,Thử thách đội nhóm 500KM Giai đoạn 2,全球500公里团队步行挑战 阶段 2,チームで協力して合計500kmを達成しましょう。,Work together with other participants to reach a total of 500 km as a team.,Cùng đồng đội chinh phục mục tiêu 500 km và xây dựng tinh thần đồng đội.,与团队成员一起完成500公里的共同目标。,1,"",2026-02-10 00:00:00,2026-04-14 00:00:00,2026-04-15 22:57:00,500,1100,1,2026-03-12 16:40:39,2026-03-12 16:47:14
6c20d10c-9fad-4f15-beea-60115a45b111,週末ステップチャレンジ,Weekend Step Challenge,Thử thách bước chân cuối tuần,周末步数挑战,"週末に10,000歩を達成して、アクティブな週末を過ごしましょう。","Walk 10,000 steps this weekend and boost your energy with a fun walking goal.",Hoàn thành 10.000 bước đi trong cuối tuần để duy trì năng lượng và sức khỏe.,"在周末完成10,000步，让你的周末更加健康和充满活力。",1,"",2026-03-05 00:00:00,2026-04-16 00:00:00,2026-04-17 18:16:00,10000,900,1,2026-03-12 16:40:39,2026-03-12 16:47:20
85dbdd14-ec65-4fdb-9a6a-0c1b3aa187e0,週末ステップチャレンジ フェーズ 5,Weekend Step Challenge Phase 5,Thử thách bước chân cuối tuần Giai đoạn 5,周末步数挑战 阶段 5,"週末に10,000歩を達成して、アクティブな週末を過ごしましょう。","Walk 10,000 steps this weekend and boost your energy with a fun walking goal.",Hoàn thành 10.000 bước đi trong cuối tuần để duy trì năng lượng và sức khỏe.,"在周末完成10,000步，让你的周末更加健康和充满活力。",1,"",2026-03-08 00:00:00,2026-04-10 00:00:00,2026-04-11 21:05:00,10000,1300,1,2026-03-12 16:40:39,2026-03-12 16:47:27
ac858be0-670a-497f-be8a-b1c4d982c99a,グローバル500KMチームウォーク フェーズ 5,Global 500KM Team Walk Phase 5,Thử thách đội nhóm 500KM Giai đoạn 5,全球500公里团队步行挑战 阶段 5,チームで協力して合計500kmを達成しましょう。,Work together with other participants to reach a total of 500 km as a team.,Cùng đồng đội chinh phục mục tiêu 500 km và xây dựng tinh thần đồng đội.,与团队成员一起完成500公里的共同目标。,1,"",2026-03-11 00:00:00,2026-04-09 00:00:00,2026-04-10 16:11:00,500,1000,1,2026-03-12 16:40:39,2026-03-12 16:47:33
b07ce96c-6f7c-44fc-8ba0-9fa744634f51,4月2000kmウォーキングチャレンジ フェーズ 5,April 2000KM Walking Challenge Phase 5,Thử thách đi bộ 2000KM tháng 4 Giai đoạn 5,四月2000公里步行挑战 阶段 5,4月に2000km歩いて限界に挑戦しましょう。,Walk 2000 km in April and challenge your limits.,Đi bộ 2000 km trong tháng 4 để thử thách giới hạn.,在四月挑战2000公里步行极限。,1,"",2026-02-23 00:00:00,2026-04-06 00:00:00,2026-04-07 18:05:00,2000,2000,1,2026-03-12 16:40:39,2026-03-12 16:47:39
b08a8139-e561-4c54-84d5-4889d6480acb,夏のフィットネスウォーク フェーズ 3,Summer Fitness Walk Phase 3,Đi bộ khỏe mạnh mùa hè Giai đoạn 3,夏季健身步行挑战 阶段 3,夏の間に150km歩いて、健康的なライフスタイルを維持しましょう。,Walk 150 km during summer and maintain an active and healthy lifestyle.,Đi bộ 150 km trong mùa hè để duy trì lối sống năng động và khỏe mạnh.,在夏季完成150公里步行，保持活力与健康。,1,"",2026-03-07 00:00:00,2026-04-08 00:00:00,2026-04-09 17:08:00,150,1500,1,2026-03-12 16:40:39,2026-03-12 16:47:47
b4959c87-b5a6-4531-9346-79d7ff18a53f,4月2000kmウォーキングチャレンジ フェーズ 3,April 2000KM Walking Challenge Phase 3,Thử thách đi bộ 2000KM tháng 4 Giai đoạn 3,四月2000公里步行挑战 阶段 3,4月に2000km歩いて限界に挑戦しましょう。,Walk 2000 km in April and challenge your limits.,Đi bộ 2000 km trong tháng 4 để thử thách giới hạn.,在四月挑战2000公里步行极限。,1,"",2026-03-03 00:00:00,2026-04-30 00:00:00,2026-05-01 16:44:00,2000,1800,1,2026-03-12 16:40:39,2026-03-12 16:48:17
bb5931fc-ca34-4b15-8231-5613a291fd42,グローバル500KMチームウォーク フェーズ 3,Global 500KM Team Walk Phase 3,Thử thách đội nhóm 500KM Giai đoạn 3,全球500公里团队步行挑战 阶段 3,チームで協力して合計500kmを達成しましょう。,Work together with other participants to reach a total of 500 km as a team.,Cùng đồng đội chinh phục mục tiêu 500 km và xây dựng tinh thần đồng đội.,与团队成员一起完成500公里的共同目标。,1,"",2026-03-05 00:00:00,2026-04-15 00:00:00,2026-04-16 23:21:00,500,1600,1,2026-03-12 16:40:39,2026-03-12 16:44:19
d258ac95-4da9-4562-ae3b-aa540aca8cb3,夏のフィットネスウォーク,Summer Fitness Walk,Đi bộ khỏe mạnh mùa hè,夏季健身步行挑战,夏の間に150km歩いて、健康的なライフスタイルを維持しましょう。,Walk 150 km during summer and maintain an active and healthy lifestyle.,Đi bộ 150 km trong mùa hè để duy trì lối sống năng động và khỏe mạnh.,在夏季完成150公里步行，保持活力与健康。,1,"",2026-03-11 00:00:00,2026-04-20 00:00:00,2026-04-21 21:18:00,150,1500,1,2026-03-12 16:40:39,2026-03-12 16:48:08
dad0a201-eaae-415b-91ed-492f67468546,4月2000kmウォーキングチャレンジ フェーズ 4,April 2000KM Walking Challenge Phase 4,Thử thách đi bộ 2000KM tháng 4 Giai đoạn 4,四月2000公里步行挑战 阶段 4,4月に2000km歩いて限界に挑戦しましょう。,Walk 2000 km in April and challenge your limits.,Đi bộ 2000 km trong tháng 4 để thử thách giới hạn.,在四月挑战2000公里步行极限。,1,"",2026-03-05 00:00:00,2026-04-04 00:00:00,2026-04-05 22:54:00,2000,1800,1,2026-03-12 16:40:39,2026-03-12 16:48:01
e7d24829-7565-4e0d-ac0f-05dfe34d27d2,グローバル500KMチームウォーク フェーズ 4,Global 500KM Team Walk Phase 4,Thử thách đội nhóm 500KM Giai đoạn 4,全球500公里团队步行挑战 阶段 4,チームで協力して合計500kmを達成しましょう。,Work together with other participants to reach a total of 500 km as a team.,Cùng đồng đội chinh phục mục tiêu 500 km và xây dựng tinh thần đồng đội.,与团队成员一起完成500公里的共同目标。,1,"",2026-03-08 00:00:00,2026-04-20 00:00:00,2026-04-21 19:03:00,500,600,1,2026-03-12 16:40:39,2026-03-12 16:47:54
ed525e29-4786-4699-b9ff-f06687f37288,春の1000KMウォーキングチャレンジ フェーズ 4,Spring 1000KM Walking Challenge Phase 4,Thử thách đi bộ 1000KM mùa xuân Giai đoạn 4,春季1000公里步行挑战 阶段 4,春の期間中に合計1000km歩いて、健康的な生活を楽しみましょう。,Walk a total of 1000 km during the spring season and stay active while enjoying the fresh air.,Hoàn thành 1000 km đi bộ trong mùa xuân và tận hưởng không khí trong lành.,在春季期间完成1000公里步行，保持健康并享受户外活动。,1,"",2026-03-08 00:00:00,2026-04-22 00:00:00,2026-04-23 15:49:00,1000,1500,1,2026-03-12 16:40:39,2026-03-12 16:43:40
f664537f-f146-4e09-a3fc-188a2d754cd7,4月2000kmウォーキングチャレンジ,April 2000KM Walking Challenge,Thử thách đi bộ 2000KM tháng 4,四月2000公里步行挑战,4月に2000km歩いて限界に挑戦しましょう。,Walk 2000 km in April and challenge your limits.,Đi bộ 2000 km trong tháng 4 để thử thách giới hạn.,在四月挑战2000公里步行极限。,1,"",2026-03-12 00:00:00,2026-04-16 00:00:00,2026-04-17 21:20:00,2000,1400,1,2026-03-12 16:40:39,2026-03-12 16:43:35
fe126d4a-291b-4ae3-b36d-f01ff951110b,春の1000KMウォーキングチャレンジ フェーズ 2,Spring 1000KM Walking Challenge Phase 2,Thử thách đi bộ 1000KM mùa xuân Giai đoạn 2,春季1000公里步行挑战 阶段 2,春の期間中に合計1000km歩いて、健康的な生活を楽しみましょう。,Walk a total of 1000 km during the spring season and stay active while enjoying the fresh air.,Hoàn thành 1000 km đi bộ trong mùa xuân và tận hưởng không khí trong lành.,在春季期间完成1000公里步行，保持健康并享受户外活动。,1,"",2026-03-01 00:00:00,2026-04-28 00:00:00,2026-04-29 21:27:00,1000,900,1,2026-03-12 16:40:39,2026-03-12 16:43:13
fe5aa635-cbf0-45a7-b36c-c818aa4a268f,夏のフィットネスウォーク フェーズ 2,Summer Fitness Walk Phase 2,Đi bộ khỏe mạnh mùa hè Giai đoạn 2,夏季健身步行挑战 阶段 2,夏の間に150km歩いて、健康的なライフスタイルを維持しましょう。,Walk 150 km during summer and maintain an active and healthy lifestyle.,Đi bộ 150 km trong mùa hè để duy trì lối sống năng động và khỏe mạnh.,在夏季完成150公里步行，保持活力与健康。,1,"",2026-03-06 00:00:00,2026-04-17 00:00:00,2026-04-18 22:34:00,150,2000,1,2026-03-12 16:40:39,2026-03-12 16:46:21
